cardio_complication,count,proportion,train_count,train_proportion,test_count,test_proportion
0.0,1624,94.74912485414235,1297,94.60247994164843,327,95.33527696793003
1.0,90,5.250875145857643,74,5.397520058351568,16,4.664723032069971
