smoker,count,proportion,train_count,train_proportion,test_count,test_proportion
1.0,134,7.8179696616102685,103,7.512764405543399,31,9.037900874635568
2.0,1490,86.93115519253209,1194,87.08971553610503,296,86.29737609329446
,90,5.250875145857643,74,5.397520058351568,16,4.664723032069971
